,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.7735085964202881,0.088364995657901,0.019764423370361328,0.0010239152733299598,True,10,6,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-75.25435969469555,-90.52848812762963,-91.65557935704594,-87.36692321466111,-99.99608633943271,-88.96028734669298,8.023764380608286,1,-66.8366420074415,-64.92593904716374,-64.00626931880373,-65.10813617062426,-61.92548735775539,-64.56049478035773,1.6040409460633946
1,1.6513000965118407,0.0696407141930544,0.02039923667907715,0.00504970091395399,True,10,6,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-75.77642519390814,-90.94538749311583,-91.28418292740672,-87.42311340918499,-99.60775650882543,-89.00737310648822,7.7314390957163885,3,-66.73743725443151,-64.87978104766988,-63.710048631185,-64.84692236472331,-62.08891017699292,-64.45261989500052,1.529501040652452
2,1.3770853996276855,0.011509303583779894,0.017979764938354494,0.0012056737787803857,True,10,6,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-75.37717218654501,-91.05005285257059,-91.80791946092926,-87.6918674904669,-99.72610541400469,-89.13062348090328,7.928982300124809,11,-72.0303426593412,-69.4632928281941,-68.43971007577188,-69.62671130758685,-66.16976693669534,-69.14596476151787,1.8977881533261813
3,1.570368194580078,0.14183770762876838,0.021376705169677733,0.0035664416017147866,True,10,6,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-75.85749416924722,-91.08723667853266,-92.7997065430681,-87.76282266194865,-100.03120039233688,-89.50769208902669,7.917689307523973,50,-77.62757849266293,-74.98840779893264,-73.98688910152187,-75.3763347284034,-71.50605089564303,-74.69705220343278,1.9910358179229342
4,1.6223434925079345,0.07097342078712024,0.026935720443725587,0.0031106502207377887,True,10,6,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-75.71979884269463,-91.53611740394703,-92.5719891261447,-87.45359176384713,-100.02010190080337,-89.46031980748738,7.9790888363709715,43,-74.5091005422136,-72.07151781248997,-71.1182847586875,-72.69612678205503,-68.73282805466408,-71.82557159002204,1.901841253167566
5,1.6737930297851562,0.12325557452412465,0.07188396453857422,0.05021273288700366,True,10,6,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-75.62610643013565,-91.60323816973496,-92.0603755351259,-87.4911390723951,-99.70244602305405,-89.29666104608913,7.891549276236269,31,-74.36548681788133,-72.18889034317517,-71.3494493488502,-72.38120000335974,-68.64885363845731,-71.78677603034474,1.8548636968732324
6,1.6644880294799804,0.08624923151920005,0.02019472122192383,0.003692185499540757,True,10,6,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-75.34828119450273,-91.82556811139968,-91.85935480552915,-87.79308536352167,-99.55530359822983,-89.27631861463661,7.937486863069505,23,-74.79196739188544,-72.3818883020863,-71.06101976867312,-72.69108245153193,-68.80290421717247,-71.94577242626985,1.9751920270227028
7,1.5258957386016845,0.0494549440923659,0.017822647094726564,0.0021110745351134363,True,10,6,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-76.34777350199319,-91.97076920389226,-93.60103818979715,-87.68850358728042,-99.87680639847063,-89.89697817628674,7.824013656306422,90,-79.63548779910397,-76.854843153538,-75.80474062548689,-77.2369252907917,-73.10123286880774,-76.52664594754566,2.1228146345580567
8,1.2490831375122071,0.038351590063875354,0.02601003646850586,0.005846637109060783,True,10,6,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-76.95214585113898,-92.81465049365688,-94.02176540461751,-88.27606806629062,-99.81438209984972,-90.37580238311075,7.654165564179103,112,-82.35575459744248,-79.15162530753976,-78.05170963696506,-79.65381181881783,-75.71442083415077,-78.98546443898319,2.1635516033404825
9,1.4903591632843018,0.18424219323280389,0.041855812072753906,0.016352121518356633,True,10,6,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-76.41879803408018,-92.81214711223583,-94.22930570341678,-88.59667072630408,-100.13273856337123,-90.43793202788162,7.923724458759709,123,-82.1617230968805,-79.36226449659308,-78.34030551419329,-79.9733720366228,-75.62018403779624,-79.09156983641716,2.139701343962864
10,1.646049690246582,0.026584635120685735,0.025277423858642577,0.004572119192526975,True,10,6,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-76.83463589154715,-93.01259435625818,-94.21491774417005,-88.40676696675001,-99.4009388556076,-90.3739707628666,7.620824635973896,111,-82.22418259854075,-79.32810244425828,-78.22937984446823,-79.56412039826502,-75.65250029571419,-78.9996571162493,2.127009429826722
11,1.534757375717163,0.05423489806545846,0.018828916549682616,0.0037870045314127927,True,10,6,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-76.46795505836069,-93.45718348763265,-93.24129240708648,-88.26438373430683,-99.86801274956122,-90.25976548738956,7.818273253640987,102,-82.17625573640659,-79.37566090559433,-78.03715079710062,-79.74722116233946,-75.6327968751037,-78.99381709530893,2.1472310269171766
12,1.3092122077941895,0.10839783950965474,0.02022709846496582,0.0038126148876177967,True,10,6,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-79.8685411729572,-94.2724010761513,-96.44796822841228,-91.39341761179672,-100.96843585126149,-92.5901527881158,7.0877345256345485,181,-88.91854778660021,-85.78243784713972,-84.39369973912692,-85.78054944829546,-82.23470152896247,-85.42198727002497,2.1771813218784555
13,1.1411298274993897,0.0229107775252063,0.01984829902648926,0.0025236786290764703,True,10,6,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-79.46051365409679,-94.22732606949424,-96.14656525965292,-91.36314813564637,-100.96856098260359,-92.43322282029878,7.201332640937708,154,-88.96677872515254,-86.02176513834199,-84.36542175330413,-85.83596994532397,-82.25871338656552,-85.48972978973764,2.1998340262452145
14,1.3581801891326903,0.1794122080369757,0.02316007614135742,0.0018324798114388704,True,10,6,32,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 16, 'n_estimators': 100}",-79.99036554343904,-94.080299528864,-96.49411041719837,-91.2287158955677,-100.73733856541834,-92.50616599009749,6.991579773996985,164,-88.97997538855802,-85.73575410954575,-84.44917053819705,-85.55376601714966,-82.19826957908208,-85.3833871265065,2.1957401034103845
15,1.4844303607940674,0.057514257108517215,0.026555919647216798,0.009998072570530508,True,10,6,32,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 6, 'min_samples_leaf': 32, 'min_samples_split': 32, 'n_estimators': 100}",-79.51357746852052,-94.56114292742603,-96.46305341658737,-91.7707527195506,-101.09106797301578,-92.67991890102007,7.249519558900714,192,-88.67654088549568,-85.79593535102012,-84.41228459183844,-85.6251684132947,-82.12493784737458,-85.32697341780472,2.126882000177794
16,1.7600738525390625,0.06516097464850647,0.02371068000793457,0.006349372462334769,True,10,9,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-75.24273427916083,-90.9424918927191,-91.80961674001745,-87.83470355430303,-99.71506097924696,-89.10892148908948,7.962922946183136,9,-67.17943716597428,-64.78959436055625,-63.922439550733486,-64.81778086645124,-61.8448389462598,-64.510818177995,1.7173877970995841
17,1.6140634059906005,0.10951287152601039,0.021377182006835936,0.004207715681540635,True,10,9,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-75.57642493746138,-90.90492814560834,-91.23346684780843,-87.58525039890453,-99.78543272622419,-89.01710061120137,7.837539234108994,5,-66.67072323992461,-64.97517618581558,-63.84230273410438,-64.93358023423713,-61.912315553793164,-64.46681958957497,1.5651834013919048
18,1.443789005279541,0.028792194980981886,0.022954225540161133,0.004963515357525132,True,10,9,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-75.51233243817991,-90.81894413783697,-91.55379703628293,-87.60122832181443,-99.56094853558068,-89.009450093939,7.813288206571843,4,-71.59530288572776,-69.3888362629846,-68.5029690192836,-69.69606042449735,-66.06732716839811,-69.05009915217828,1.800352794892876
19,1.5848280429840087,0.14685059500435463,0.022685956954956055,0.007326799442512375,True,10,9,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-75.9396495501001,-91.88945942489329,-92.2554037297429,-87.61353995428432,-99.99861002514946,-89.53933253683401,7.886148351421931,53,-77.8017450886452,-75.09366755809252,-74.35536617735019,-75.4611403800671,-71.47104884265471,-74.83659360936194,2.0399382538224518
20,1.6613283157348633,0.07188285416587133,0.022015190124511717,0.00398513149807481,True,10,9,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-75.65202761612382,-91.59377943328346,-92.90674475318919,-87.56821676191727,-99.77934951741298,-89.50002361638533,7.964332668221582,48,-74.54380676980449,-72.40401199808963,-71.32686115394075,-72.82967846613259,-68.73138008615193,-71.96714769482388,1.9211528107555045
21,1.7268280029296874,0.07797005362093683,0.025632858276367188,0.005491138200998143,True,10,9,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-75.3604671886485,-91.87124989197248,-92.27741791768912,-87.80928039118727,-99.54551994827425,-89.37278706755431,7.961825828776441,36,-74.49784943989941,-71.97629782316149,-71.22470590975986,-72.69272203345318,-68.5593919098484,-71.79019342322447,1.9461987766572446
22,1.6044631481170655,0.10697627244052339,0.022909212112426757,0.005326078550177661,True,10,9,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-75.340596006038,-91.55685051253589,-92.21966172927031,-87.68695525208878,-99.91277200102768,-89.34336710019213,8.046194107695975,33,-74.6819028413177,-72.49299209586863,-71.40457926360963,-72.61585111037056,-68.7412095384952,-71.98730696993233,1.9384711608511662
23,1.3766540050506593,0.0455936130807428,0.01779313087463379,0.001572262338006337,True,10,9,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-75.7638680701483,-92.06782044297765,-92.85563274757136,-87.83035271272111,-100.19170799690279,-89.74187639406424,8.04168035130922,81,-79.44327679801145,-76.84559985922957,-75.58825555517096,-77.2186022172694,-73.18736385038066,-76.4566196560124,2.053978268643346
24,1.1544456005096435,0.010519595498750558,0.018354082107543947,0.00045615964737781274,True,10,9,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-76.80442880633002,-92.57321344267332,-94.28896962773501,-88.52783604551946,-99.80887051815358,-90.40066368808228,7.70348411580678,117,-82.10199886485145,-79.30683761819455,-78.04610114211485,-79.75270638413802,-75.95907859819404,-79.03334452149858,2.021617169479297
25,1.2347891330718994,0.09104127181075582,0.024443578720092774,0.007113664672684785,True,10,9,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-76.50058601432293,-92.65617931212002,-93.79143503336662,-88.25073344848876,-100.08549552206739,-90.25688586607313,7.8499891434320395,100,-82.38663470754572,-79.34856084385835,-78.30257637154634,-79.91327335174627,-75.76550434528805,-79.14330992399695,2.157337743865356
26,1.3577717304229737,0.040083168434220724,0.02413945198059082,0.003736371190512677,True,10,9,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-76.57137692808983,-92.90449833869425,-94.0064795633943,-88.70101105334463,-100.13997511774471,-90.46466820025356,7.85165959131179,131,-82.28574931185796,-79.32269655379682,-78.2093592646263,-79.63603893075118,-75.68173966194017,-79.0271167445945,2.1418270229887693
27,1.353195810317993,0.06971070828152935,0.02231292724609375,0.008705010773364363,True,10,9,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-76.88197179015681,-92.7482734215462,-93.78631234311766,-89.20598624494231,-99.64665389692388,-90.45383953933738,7.571398413587701,127,-82.48761142598941,-79.21610161141572,-78.33314624667393,-79.77288216582318,-75.82511260711867,-79.12697081140419,2.15645431940742
28,1.0368644714355468,0.06808103773926656,0.0158841609954834,0.001640280235167643,True,10,9,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-79.44145975687815,-94.17741494520045,-96.37695789840886,-91.04788057232422,-101.41070468477247,-92.49088357151683,7.346820945017888,160,-88.81298770890214,-85.91968145542191,-84.39675131353522,-85.50624033947886,-82.24773733456527,-85.37667963038068,2.1387094036614775
29,0.9200568199157715,0.006848912240666576,0.016179466247558595,0.0022693771557303856,True,10,9,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-79.67326154500569,-94.48665709831172,-96.29922187359537,-91.27306121064069,-101.10684509730265,-92.56780936497123,7.189802270380125,176,-88.92232143598358,-85.93272477165115,-84.22568093558695,-85.77102143328315,-82.18570933550562,-85.4074915824021,2.2153378977727476
30,0.9869587421417236,0.07022147538497944,0.01872882843017578,0.00481657053202608,True,10,9,32,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 16, 'n_estimators': 100}",-79.7131229380881,-94.18814837088159,-96.69310285157731,-91.44004058841678,-100.90847494402543,-92.58857793859784,7.151544113335812,179,-89.17793281755831,-85.80456459785962,-84.46460743877495,-85.68152287766493,-82.09090671829385,-85.44390689003032,2.294825593989287
31,1.0693992137908936,0.02279674894309165,0.02025012969970703,0.0037351392386581555,True,10,9,32,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 9, 'min_samples_leaf': 32, 'min_samples_split': 32, 'n_estimators': 100}",-79.24349091096582,-94.42498448949343,-96.74245810264001,-91.357387304714,-101.29736566002924,-92.6131372935685,7.430669624694703,184,-88.89613267407582,-85.96620817616544,-84.40315220878585,-85.7289600542968,-82.18124644038751,-85.43513991074228,2.1908745295224814
32,1.9493197917938232,0.12633597035499974,0.033129405975341794,0.008584515986569225,True,10,12,4,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 100}",-75.12646619291343,-90.56464728649412,-91.36691168961832,-88.05339145682056,-99.74363251398643,-88.97100982796658,7.96043764567242,2,-66.99230703308504,-64.96268777508575,-64.22273399819495,-64.70122608832955,-61.75866816465096,-64.52752461186925,1.6765533041908143
33,2.002326488494873,0.05287629811725772,0.03264088630676269,0.010625924641129514,True,10,12,4,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 100}",-75.28935864581179,-90.876059971625,-91.43024386491923,-88.09492141093521,-99.40674915424073,-89.0194666095064,7.829751887135791,6,-66.8353314922121,-64.62208512095539,-63.97052784339019,-64.73992115216798,-61.81335091180304,-64.39624330410575,1.6106419181527625
34,1.9557572841644286,0.07047147225666818,0.02343411445617676,0.001850348184226372,True,10,12,4,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 100}",-75.60123425450662,-90.81821733788134,-91.52937457414143,-87.76689860820652,-100.0350445519689,-89.15015386534097,7.904563111477945,13,-71.6971574308935,-69.2622081358366,-68.30320277855397,-69.97769337479693,-66.27745256944013,-69.10354285790422,1.7968573071333696
35,1.7395946502685546,0.0299376663500828,0.025478649139404296,0.005422581591060798,True,10,12,4,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 4, 'min_samples_split': 32, 'n_estimators': 100}",-75.80540813407907,-91.72654283853701,-92.07471301107672,-87.15513881488174,-100.30942196230455,-89.41424495217582,8.017901146445814,40,-77.99810545956747,-75.37003930060231,-73.87609356959459,-75.11059646625681,-71.78294069913576,-74.82755509903139,2.0298643796697533
36,1.742648220062256,0.1119309461807224,0.024375391006469727,0.005450577824836277,True,10,12,8,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 4, 'n_estimators': 100}",-75.50941464050695,-91.80665935617748,-92.1240391783185,-87.63357125280679,-100.00185718593458,-89.41510832274886,8.020963350294469,41,-74.47355798928378,-72.25790609634196,-71.23944200765362,-72.60723377749216,-68.63978774240863,-71.84358552263602,1.9131589047202202
37,1.5185445308685304,0.07016815974506242,0.02031230926513672,0.00173694680828452,True,10,12,8,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",-75.7068255154802,-91.56795584109597,-92.62780221736557,-87.78054372054189,-99.92786155261199,-89.52219776941912,7.949913372920023,52,-74.7307228265345,-72.08107215469931,-71.34951541618808,-72.64780872787944,-68.74912677551391,-71.91164918016304,1.9408943081048573
38,1.4754867553710938,0.0314792270498166,0.023761606216430663,0.005296036674749167,True,10,12,8,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",-75.78625244784118,-91.51742874016365,-92.08157735071242,-87.62990615839139,-99.70579183405773,-89.34419130623328,7.827330176439055,34,-74.5986519672905,-72.29412927551627,-71.43269067316089,-72.6554060044432,-68.57081509827486,-71.91033860373715,1.965197915789548
39,1.427460241317749,0.02492276001825992,0.019359111785888672,0.001811293578178756,True,10,12,8,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 8, 'min_samples_split': 32, 'n_estimators': 100}",-75.92237435388654,-92.03275405327176,-93.36041564552451,-87.63563287011738,-99.86864626691765,-89.76396463794357,7.95368938027632,83,-79.57752891653634,-76.71004025965043,-75.78128735182271,-77.2642228256387,-72.86560374889865,-76.43973662050936,2.1820432294594867
40,1.4306254863739014,0.025737422871808937,0.017292022705078125,0.002474828744510078,True,10,12,16,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 4, 'n_estimators': 100}",-76.51662601007112,-92.91449881467372,-93.54794730537893,-88.54521542971294,-100.18113749904134,-90.34108501177562,7.849507902649846,107,-82.05550135056951,-79.35196266512634,-78.1703902166749,-79.67673939030965,-75.72699839863978,-78.99631840426403,2.064880942220694
41,1.3801442623138427,0.11002648637534433,0.01769428253173828,0.0021934988928816426,True,10,12,16,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 8, 'n_estimators': 100}",-76.91584823873002,-92.64761931492502,-93.72862588672851,-88.72449619653551,-100.24624211972609,-90.45256635132904,7.716163196418481,126,-82.33970704380165,-79.26796197008349,-78.24815345071984,-79.82492811598905,-75.75484884696787,-79.08711988551238,2.143095099140979
42,1.3028228282928467,0.02640530111874739,0.026245498657226564,0.007548351017620695,True,10,12,16,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 16, 'n_estimators': 100}",-76.89578636746033,-92.36941575586204,-94.6459412588654,-88.59375485763469,-99.94321123164323,-90.48962189429315,7.727427037932351,134,-82.31889608229424,-79.5431851020496,-78.26424707328522,-79.54538756782028,-75.84994160191441,-79.10433148547276,2.098444368836297
43,1.3148687839508058,0.017735793803941555,0.02153358459472656,0.004461710161453768,True,10,12,16,32,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 16, 'min_samples_split': 32, 'n_estimators': 100}",-76.32211779165206,-92.72012881053737,-93.62779918031376,-88.15969336789954,-100.09308141742424,-90.18456411356539,7.908617967544878,97,-82.0653746038962,-79.33918579141825,-78.05630751792077,-79.7772959661711,-75.85202682530466,-79.0180381409422,2.045210073270163
44,1.0909138679504395,0.03536118365548827,0.016726303100585937,0.0023301005221666882,True,10,12,32,4,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 32, 'min_samples_split': 4, 'n_estimators': 100}",-79.47566241642055,-94.23341004480245,-96.5656977980571,-91.52421482440418,-101.12128900998971,-92.5840548187348,7.272020809919452,178,-88.69737204232378,-85.91315452712374,-84.21569529335552,-85.63331858656255,-82.15471565949919,-85.32285122177295,2.14919128678729
45,1.1257111072540282,0.05801574410838742,0.017205286026000976,0.002035687344432604,True,10,12,32,8,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 32, 'min_samples_split': 8, 'n_estimators': 100}",-79.61654171742725,-94.18723179462593,-95.73994824697681,-91.54403969405897,-101.352784346019,-92.48810915982158,7.191835049748157,158,-88.82042416558485,-85.85400589601599,-84.25798210994618,-85.6937312530303,-82.40174803032822,-85.40557829098111,2.1111733715322005
46,1.1685659885406494,0.03997498710347891,0.023340559005737303,0.0034694859081881796,True,10,12,32,16,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 12, 'min_samples_leaf': 32, 'min_samples_split': 16, 'n_estimators': 100}",-79.55801327472935,-93.92318816835241,-96.54225107910206,-91.42491926143578,-101.22986799385157,-92.53564795549423,7.255622904299438,169,-88.82403223263941,-85.87473800685125,-84.53147197354079,-85.64926113579241,-82.42720412310713,-85.4613414943862,2.077717323548512
